Attrition;JobRole;OverTime;YearsInCurrentRole;YearsWithCurrManager;Age;YearsAtCompany;StockOptionLevel;JobInvolvement;BusinessTravel;JobSatisfaction;EnvironmentSatisfaction;DistanceFromHome;WorkLifeBalance;TrainingTimesLastYear;DailyRate;MonthlyIncome;AgeGroup;IncomeGroup;CurrentRoleYearsGroup;Attrition_bin;Attrition_Prob_ML;PC1;PC2;Cluster_K3;RiskTier;Attrition_Prob_Tree;Tree_Segment
No;Manufacturing Director;No;6;7;28;8;2;1;Travel_Rarely;2;Moderately satisfied;29;2;2;1083;6549;26-35;6001-8000;5-8;0;0.11899719525739504;46.24807050009622;280.4789493901377;2;Low;0.21212121212121213;23
No;Healthcare Representative;Yes;0;0;33;0;0;3;Travel_Rarely;3;Satisfied;8;3;6;516;6388;26-35;6001-8000;0-4;0;0.19256554853038815;-115.13255853732244;-286.4047480738693;2;Low;0.875;3
No;Manager;No;2;0;32;5;0;3;Travel_Rarely;4;Moderately satisfied;10;4;5;495;11244;26-35;10000+;0-4;0;0.04116968607861186;4740.851628568009;-310.63793049249733;2;Low;0.06491499227202473;24
No;Manager;No;9;12;54;14;1;3;Travel_Frequently;4;Moderately satisfied;11;3;2;1050;16032;46-55;10000+;9-12;0;0.020567774722482772;9529.248639587007;241.17262743692925;1;Low;0.06491499227202473;24
Yes;Research Scientist;No;7;7;29;9;0;2;Travel_Rarely;1;Dissatisfied;1;1;2;224;2362;26-35;2001-4000;5-8;1;0.60250124296753;-4141.31674355227;-575.7333785147273;0;High;0.45;20
No;Research Director;No;6;17;44;20;1;3;Travel_Rarely;1;Satisfied;28;4;1;136;16328;36-45;10000+;5-8;0;0.09968395340403256;9824.634448776029;-673.0322609598868;1;Low;0.06491499227202473;24
No;Manufacturing Director;No;0;2;39;2;0;3;Travel_Rarely;2;Moderately satisfied;6;3;3;1089;8376;36-45;8001-10000;0-4;0;0.05831897453699095;1873.2545389453135;285.27194924756;2;Low;0.06491499227202473;24
No;Manager;No;12;1;46;13;1;3;Travel_Rarely;2;Moderately satisfied;3;4;2;228;16606;46-55;10000+;9-12;0;0.06174186284273702;10102.690899290179;-581.2058762594643;1;Low;0.06491499227202473;24
No;Healthcare Representative;No;8;3;35;11;0;2;Travel_Rarely;2;Satisfied;16;1;3;1029;8606;26-35;8001-10000;5-8;0;0.07254686691449509;2103.21875537919;225.1125911661245;2;Low;0.08333333333333333;21
No;Laboratory Technician;No;3;2;23;4;0;3;Travel_Rarely;3;Dissatisfied;20;3;2;507;2272;19-25;2001-4000;0-4;0;0.09344983029052255;-4231.140479680411;-292.6724230240926;0;Low;0.06491499227202473;24
Yes;Laboratory Technician;No;4;0;40;5;0;3;Travel_Rarely;1;Satisfied;9;1;3;676;2018;36-45;2001-4000;0-4;1;0.6398561966437732;-4485.010587611647;-123.49985300927199;0;High;0.45;20
No;Sales Executive;Yes;9;6;34;10;0;2;Travel_Rarely;3;Satisfied;1;3;3;971;7083;26-35;6001-8000;9-12;0;0.12023623948147154;580.181538843759;168.12671340345673;2;Low;0.28865979381443296;16
Yes;Research Scientist;No;2;7;31;7;0;3;Travel_Frequently;3;Satisfied;3;1;2;561;4084;26-35;4001-6000;0-4;1;0.46181274004965633;-2419.0950860645157;-239.8777328584215;0;Medium;0.45;20
No;Research Director;Yes;6;9;50;32;0;1;Travel_Frequently;4;Moderately satisfied;22;3;2;333;14411;46-55;10000+;5-8;0;0.12700616645271173;7907.779364471327;-474.76053874648056;1;Low;0.28865979381443296;16
No;Sales Representative;Yes;10;7;34;11;1;3;Travel_Rarely;3;Moderately satisfied;7;3;4;1440;2308;26-35;2001-4000;9-12;0;0.10399471917616442;-4194.500674763605;640.3014304195632;0;Low;0.5833333333333334;14
No;Laboratory Technician;No;0;0;42;1;1;2;Travel_Rarely;2;Moderately satisfied;2;3;3;1210;4841;36-45;4001-6000;0-4;0;0.05216641712994872;-1661.6596581597696;408.62514676840726;0;Low;0.0;10
No;Research Scientist;No;8;7;37;10;0;3;Travel_Rarely;4;Dissatisfied;13;3;2;674;4285;36-45;4001-6000;5-8;0;0.03687519926124896;-2218.0107989984936;-127.01293888320072;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;7;7;29;7;1;1;Travel_Rarely;1;Moderately satisfied;8;3;3;441;9715;26-35;8001-10000;5-8;0;0.05367289492796337;3211.818910033742;-363.62396086775294;2;Low;0.21212121212121213;23
No;Manufacturing Director;No;3;2;33;5;0;2;Travel_Rarely;2;Satisfied;25;3;2;575;4320;26-35;4001-6000;0-4;0;0.09486629930090101;-2183.0870268700446;-226.0343408458267;0;Low;0.06491499227202473;24
No;Research Scientist;No;4;3;45;5;1;3;Travel_Rarely;4;Satisfied;28;3;3;950;2132;36-45;2001-4000;0-4;0;0.028728141480761072;-4370.823312280985;150.42255075755372;0;Low;0.06491499227202473;24
No;Healthcare Representative;Yes;8;9;42;20;1;3;Travel_Frequently;4;Satisfied;2;1;3;288;10124;36-45;10000+;5-8;0;0.055764049102340285;3620.7390081493995;-516.9007814795114;2;Low;0.1111111111111111;17
No;Sales Executive;No;4;1;40;8;0;3;Travel_Rarely;1;Dissatisfied;9;4;5;1342;5473;36-45;4001-6000;0-4;0;0.08881757945868277;-1029.5684942670441;540.19953278472;0;Low;0.06491499227202473;24
No;Laboratory Technician;Yes;14;7;33;15;1;3;Travel_Rarely;3;Moderately satisfied;28;3;3;589;5207;26-35;4001-6000;13-16;0;0.08266069827629431;-1296.0676051938326;-212.63071744572585;0;Low;0.1111111111111111;17
No;Manager;Yes;7;7;40;21;0;3;Travel_Rarely;4;Moderately satisfied;6;3;2;898;16437;36-45;10000+;5-8;0;0.05959047452437485;9934.136520482907;88.89869533450815;1;Low;0.28865979381443296;16
No;Laboratory Technician;No;1;0;24;1;3;2;Travel_Rarely;1;Moderately satisfied;21;3;3;350;2296;19-25;2001-4000;0-4;0;0.22176784946107336;-4207.247131715678;-449.6861136056957;0;Medium;0.30434782608695654;6
No;Healthcare Representative;Yes;2;2;40;2;0;3;Non-Travel;4;Satisfied;8;3;2;1142;4069;36-45;4001-6000;0-4;0;0.08657368612766113;-2433.7044699252015;341.13706094071847;0;Low;0.28865979381443296;16
No;Healthcare Representative;No;8;7;45;10;3;3;Travel_Rarely;2;Dissatisfied;1;3;4;538;7441;36-45;6001-8000;5-8;0;0.09662219461168149;937.903692765306;-265.1095769940133;2;Low;0.06491499227202473;24
No;Sales Representative;No;3;2;35;5;2;2;Travel_Rarely;3;Moderately satisfied;28;3;5;1402;2430;26-35;2001-4000;0-4;0;0.15934692925102295;-4072.533058924251;602.2227074605045;0;Low;0.06491499227202473;24
No;Research Scientist;No;1;5;32;7;1;2;Travel_Rarely;2;Satisfied;5;3;2;824;5878;26-35;4001-6000;0-4;0;0.03563220852627394;-624.9217310885479;21.929068337842523;0;Low;0.06491499227202473;24
No;Sales Representative;Yes;2;2;36;3;0;3;Travel_Rarely;4;Moderately satisfied;2;2;3;1157;2644;36-45;2001-4000;0-4;0;0.1059620610607444;-3858.696154185191;357.08430640299196;0;Low;0.28865979381443296;16
No;Sales Executive;No;7;7;48;8;1;3;Travel_Rarely;3;Moderately satisfied;16;3;2;492;6439;46-55;6001-8000;5-8;0;0.12985997320503095;-64.12505543194038;-310.44309501733085;2;Low;0.06491499227202473;24
No;Research Scientist;No;0;0;29;1;2;4;Travel_Rarely;3;Moderately satisfied;9;2;2;598;2451;26-35;2001-4000;0-4;0;0.09190019991242393;-4052.077383207434;-201.7871306164095;0;Low;0.30434782608695654;6
No;Sales Executive;No;2;2;33;2;1;3;Travel_Rarely;1;Dissatisfied;8;1;6;1242;6392;26-35;6001-8000;0-4;0;0.07951738368333676;-110.64703674389511;439.59069716010174;2;Low;0.08333333333333333;21
Yes;Sales Executive;No;8;7;30;10;1;2;Travel_Rarely;1;Moderately satisfied;1;3;4;740;9714;26-35;8001-10000;5-8;1;0.2722923996874223;3211.021328579458;-64.62420358355598;2;Medium;0.06491499227202473;24
No;Human Resources;No;3;2;38;6;0;3;Travel_Frequently;3;Moderately satisfied;10;3;2;888;6077;36-45;6001-8000;0-4;0;0.04921199063885788;-425.87451235554363;85.79859034040271;2;Low;0.06491499227202473;24
No;Laboratory Technician;No;0;2;35;3;0;2;Travel_Rarely;1;Satisfied;1;3;3;992;2450;26-35;2001-4000;0-4;0;0.06107095214543789;-4052.8072972350005;192.212847260511;0;Low;0.06491499227202473;24
No;Sales Executive;No;2;3;30;4;1;3;Travel_Rarely;2;Moderately satisfied;29;3;3;1288;9250;26-35;8001-10000;0-4;0;0.07625757901910449;2747.378847398575;483.68569893072697;2;Low;0.06491499227202473;24
Yes;Laboratory Technician;Yes;0;0;35;1;1;3;Travel_Rarely;1;Dissatisfied;2;3;2;104;2074;26-35;2001-4000;0-4;1;0.8739495769088794;-4429.399717319134;-695.5349235624882;0;High;0.3333333333333333;11
Yes;Manufacturing Director;No;7;9;53;33;1;2;Travel_Rarely;4;Moderately satisfied;2;3;4;607;10169;46-55;10000+;5-8;1;0.06132504344494559;3665.9703154736344;-197.93699151726173;2;Low;0.06491499227202473;24
Yes;Manufacturing Director;No;2;4;38;5;2;3;Travel_Rarely;2;Moderately satisfied;2;3;2;903;4855;36-45;4001-6000;0-4;1;0.21406245125062023;-1647.863512474838;101.6123093897013;0;Medium;0.06491499227202473;24
No;Research Scientist;No;5;2;32;6;1;3;Non-Travel;1;Satisfied;1;2;3;1200;4087;26-35;4001-6000;5-8;0;0.040275729802095706;-2415.669929215144;399.1222848202225;0;Low;0.06491499227202473;24
No;Research Scientist;No;2;6;48;8;1;3;Travel_Rarely;1;Moderately satisfied;15;2;3;1108;2367;46-55;2001-4000;0-4;0;0.06142856500485576;-4135.712877065633;308.26507660880986;0;Low;0.06491499227202473;24
No;Research Scientist;No;0;0;34;1;0;3;Travel_Rarely;4;Dissatisfied;7;1;4;479;2972;26-35;2001-4000;0-4;0;0.14868790767929396;-3531.1522132680448;-321.13275049485344;0;Low;0.13793103448275862;9
No;Manager;No;6;13;55;36;1;2;Travel_Rarely;4;Moderately satisfied;26;3;3;685;19586;46-55;10000+;5-8;0;0.04474673585128652;13083.016899038646;-126.20568201956496;1;Low;0.06491499227202473;24
No;Research Scientist;No;2;1;34;2;1;3;Travel_Rarely;4;Moderately satisfied;1;2;3;1351;5484;26-35;4001-6000;0-4;0;0.09944113592974475;-1018.5727310238008;549.1958745874191;0;Low;0.06491499227202473;24
No;Research Scientist;No;0;0;26;1;0;3;Travel_Rarely;4;Dissatisfied;3;3;5;474;2061;26-35;2001-4000;0-4;0;0.3717614714685565;-4442.162243241278;-325.5277564201878;0;Medium;0.6285714285714286;5
No;Sales Executive;No;8;7;38;9;1;3;Travel_Rarely;2;Moderately satisfied;14;3;3;1245;9924;36-45;8001-10000;5-8;0;0.047737570090828844;3421.3638864207005;440.2365727346099;2;Low;0.06491499227202473;24
No;Sales Executive;No;2;2;38;3;0;3;Travel_Rarely;2;Moderately satisfied;16;4;5;437;4198;36-45;4001-6000;0-4;0;0.07149639388356131;-2305.1752399556735;-363.9503831474285;0;Low;0.06491499227202473;24
No;Sales Executive;No;0;0;36;1;0;3;Travel_Rarely;3;Moderately satisfied;1;3;5;884;6815;36-45;6001-8000;0-4;0;0.03974074496116824;312.1157128463901;81.31153485296898;2;Low;0.0;10
No;Laboratory Technician;Yes;9;5;29;10;0;3;Travel_Rarely;1;Moderately satisfied;3;3;3;1370;4723;26-35;4001-6000;9-12;0;0.07800892792361926;-1779.5558064119596;568.6954880960462;0;Low;0.28865979381443296;16
No;Healthcare Representative;Yes;2;4;35;5;0;3;Travel_Rarely;3;Dissatisfied;10;3;4;670;6142;26-35;6001-8000;0-4;0;0.13057781140050762;-361.02299999402385;-132.24491030911793;2;Low;0.28865979381443296;16
No;Sales Executive;No;6;6;39;7;1;4;Travel_Rarely;3;Satisfied;6;3;3;1462;8237;36-45;8001-10000;5-8;0;0.03315374163652231;1734.5090030680349;658.3610062041779;2;Low;0.06491499227202473;24
No;Healthcare Representative;No;4;3;29;6;1;3;Travel_Frequently;4;Dissatisfied;2;4;0;995;8853;26-35;8001-10000;0-4;0;0.06914382312159002;2350.1860078298305;190.9514429837293;2;Low;0.06491499227202473;24
No;Manager;Yes;0;0;50;1;1;3;Travel_Rarely;3;Moderately satisfied;9;3;2;264;19331;46-55;10000+;0-4;0;0.08853562261638746;12827.704135531001;-547.0118148530462;1;Low;0.3333333333333333;11
No;Research Scientist;No;2;2;23;2;1;4;Travel_Rarely;3;Satisfied;10;3;2;977;2073;19-25;2001-4000;0-4;0;0.035660457724046885;-4429.828856291171;177.46199918873788;0;Low;0.06491499227202473;24
No;Laboratory Technician;Yes;2;2;36;3;1;4;Travel_Frequently;1;Dissatisfied;6;3;3;1302;5562;36-45;4001-6000;0-4;0;0.07723048384215536;-940.6026514667928;500.14275828104167;0;Low;0.1111111111111111;17
No;Manager;No;0;1;42;1;0;2;Travel_Rarely;4;Satisfied;9;3;2;1059;19613;36-45;10000+;0-4;0;0.03559904768773536;13110.225392365845;247.79865861265023;1;Low;0.13793103448275862;9
No;Laboratory Technician;No;9;8;35;10;2;4;Travel_Rarely;3;Moderately satisfied;28;2;3;750;3407;26-35;2001-4000;9-12;0;0.04558982477069208;-3095.961275934435;-50.430700024341604;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;2;7;34;8;1;2;Travel_Frequently;3;Satisfied;10;2;3;653;5063;26-35;4001-6000;0-4;0;0.07586068439947806;-1440.0314405796526;-148.52978523705133;0;Low;0.06491499227202473;24
No;Sales Executive;No;4;2;40;5;1;3;Travel_Rarely;1;Satisfied;14;3;2;118;4639;36-45;4001-6000;0-4;0;0.0728878413013148;-1864.384046187436;-683.244022532916;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;4;2;43;6;1;4;Travel_Rarely;2;Satisfied;27;3;0;990;4876;36-45;4001-6000;0-4;0;0.06687882404100798;-1626.8008528567543;188.59669981029504;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;0;1;35;1;1;2;Travel_Rarely;4;Moderately satisfied;7;2;5;1349;2690;26-35;2001-4000;0-4;0;0.07491481683573208;-3812.5717714216457;549.0542697827494;0;Low;0.0;10
No;Manager;No;0;12;46;26;0;4;Travel_Rarely;1;Satisfied;1;1;5;563;17567;46-55;10000+;0-4;0;0.07558350795025424;11063.921060053812;-246.85598547638654;1;Low;0.45;20
Yes;Laboratory Technician;Yes;1;0;28;1;3;3;Travel_Rarely;2;Moderately satisfied;24;3;3;329;2408;26-35;2001-4000;0-4;1;0.85136344951778;-4095.257461593671;-470.7600784139225;0;High;0.875;3
No;Research Scientist;Yes;2;3;22;4;0;2;Non-Travel;3;Moderately satisfied;26;2;2;457;2814;19-25;2001-4000;0-4;0;0.2257881540921119;-3689.1754646493887;-343.03395871192083;0;Medium;0.28865979381443296;16
No;Healthcare Representative;Yes;8;13;50;30;1;3;Travel_Frequently;3;Moderately satisfied;20;3;3;1234;11245;46-55;10000+;5-8;0;0.03721976478941726;4742.382368479644;428.34559567728195;2;Low;0.1111111111111111;17
No;Research Scientist;No;2;2;32;3;2;4;Travel_Rarely;4;Moderately satisfied;5;3;3;634;3312;26-35;2001-4000;0-4;0;0.024122737856244917;-3191.0488504822306;-166.3605114099795;0;Low;0.06491499227202473;24
No;Research Director;Yes;7;10;44;22;1;3;Travel_Rarely;4;Moderately satisfied;7;2;4;1313;19049;36-45;10000+;5-8;0;0.0236922900554104;12546.415344183444;502.16046839100966;1;Low;0.1111111111111111;17
No;Research Scientist;No;4;1;30;6;1;2;Travel_Rarely;2;Moderately satisfied;7;2;3;241;2141;26-35;2001-4000;0-4;0;0.13190238300638737;-4362.308886709805;-558.5836388852629;0;Low;0.06491499227202473;24
No;Laboratory Technician;Yes;7;4;45;10;0;1;Travel_Rarely;1;Moderately satisfied;5;3;3;1015;5769;36-45;4001-6000;5-8;0;0.10354620636776181;-733.7784535727205;213.00214178389;0;Low;0.28865979381443296;16
No;Sales Executive;No;7;5;45;10;1;2;Non-Travel;1;Dissatisfied;26;3;2;336;4385;36-45;4001-6000;5-8;0;0.10611829347494481;-2118.229234534305;-465.07912548612535;0;Low;0.06491499227202473;24
No;Sales Executive;No;2;3;31;5;0;3;Travel_Frequently;1;Satisfied;2;3;3;715;5332;26-35;4001-6000;0-4;0;0.11811342162907351;-1170.9961603234733;-86.70593147309103;0;Low;0.06491499227202473;24
No;Manufacturing Director;Yes;2;1;36;3;2;3;Travel_Rarely;3;Moderately satisfied;12;3;2;559;4663;36-45;4001-6000;0-4;0;0.08063255008436453;-1840.0965798219922;-242.2590772633663;0;Low;0.1111111111111111;17
No;Manufacturing Director;No;7;2;34;9;1;4;Travel_Frequently;4;Moderately satisfied;10;3;3;426;4724;26-35;4001-6000;5-8;0;0.060374855771448445;-1779.181351407221;-375.30303085678514;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;6;4;49;9;1;3;Travel_Rarely;1;Moderately satisfied;25;2;3;722;3211;46-55;2001-4000;5-8;0;0.08419405067694616;-3291.9685848767267;-78.2967569423704;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;7;7;39;7;3;3;Travel_Rarely;1;Moderately satisfied;10;3;3;1387;5377;36-45;4001-6000;5-8;0;0.045420421486098046;-1125.5376615350242;585.2626751780903;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;7;7;27;7;2;2;Travel_Rarely;1;Satisfied;19;3;3;1302;4066;26-35;4001-6000;5-8;0;0.03934048750028031;-2436.6048418474634;501.131876228931;0;Low;0.06491499227202473;24
No;Research Scientist;No;15;10;35;16;0;4;Travel_Rarely;1;Moderately satisfied;18;3;2;819;5208;26-35;4001-6000;13-16;0;0.10136558392364355;-1294.910596552124;17.368312233865595;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;3;0;28;5;1;1;Travel_Rarely;1;Moderately satisfied;27;2;5;580;4877;26-35;4001-6000;0-4;0;0.12235838222322962;-1626.0896835258036;-221.40529911588214;0;Low;0.21212121212121213;23
No;Research Scientist;No;2;2;21;2;0;3;Travel_Rarely;4;Moderately satisfied;5;3;2;546;3117;19-25;2001-4000;0-4;0;0.06237842061179239;-3386.1184871832556;-254.23216337404244;0;Low;0.06491499227202473;24
Yes;Sales Representative;Yes;0;0;18;0;0;3;Travel_Frequently;4;Moderately satisfied;3;4;2;544;1569;0-18;0-2000;0-4;1;0.9206970899470899;-4934.123456703672;-255.20126536053544;0;High;0.875;3
No;Manager;No;2;0;47;5;1;3;Travel_Rarely;3;Satisfied;26;3;2;1176;19658;46-55;10000+;0-4;0;0.03146546332619264;13155.310534996408;364.76596794537033;1;Low;0.06491499227202473;24
No;Laboratory Technician;No;8;7;39;10;1;2;Travel_Rarely;3;Moderately satisfied;3;3;3;170;3069;36-45;2001-4000;5-8;0;0.024559363202753457;-3434.3427900966094;-630.2026717433678;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;15;12;40;18;2;2;Travel_Rarely;3;Dissatisfied;15;3;2;884;10435;36-45;10000+;13-16;0;0.02217673161704367;3932.1344104085456;78.89105835756754;2;Low;0.06491499227202473;24
No;Healthcare Representative;No;11;9;35;14;1;3;Non-Travel;3;Moderately satisfied;8;3;5;208;4148;26-35;4001-6000;9-12;0;0.03063499627771897;-2355.3185379554825;-592.9240016601104;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;3;2;37;4;3;3;Travel_Rarely;3;Moderately satisfied;19;2;2;671;5768;36-45;4001-6000;0-4;0;0.04408414432208402;-735.0211821547082;-130.99529101653138;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;2;8;39;9;0;3;Travel_Frequently;3;Dissatisfied;4;1;2;711;5042;36-45;4001-6000;0-4;0;0.10457184594028583;-1460.986850558843;-90.51534103172787;0;Low;0.08333333333333333;21
No;Manufacturing Director;No;7;9;45;10;2;2;Travel_Rarely;4;Satisfied;2;3;3;1329;5770;36-45;4001-6000;5-8;0;0.010434678203750835;-732.5680887808121;527.0008604504307;0;Low;0.06491499227202473;24
No;Manufacturing Director;Yes;4;2;38;5;1;2;Travel_Rarely;3;Satisfied;2;4;6;397;7756;36-45;6001-8000;0-4;0;0.11592496163836159;1252.7969343524264;-406.31652169502047;2;Low;0.1111111111111111;17
Yes;Sales Executive;No;12;0;35;13;0;2;Travel_Rarely;1;Satisfied;10;3;3;737;10306;26-35;10000+;9-12;1;0.517429083276139;3803.024681082039;-68.01789443469704;2;High;0.06491499227202473;24
No;Research Scientist;No;4;7;37;8;1;3;Travel_Rarely;2;Moderately satisfied;10;1;2;1470;3936;36-45;2001-4000;0-4;0;0.04199129819896496;-2566.48322798248;669.2200648064573;0;Low;0.08333333333333333;21
No;Manufacturing Director;Yes;2;3;40;4;0;3;Travel_Rarely;4;Moderately satisfied;16;2;2;448;7945;36-45;6001-8000;0-4;0;0.10256537183329059;1441.8312446001955;-355.44297585995133;2;Low;0.28865979381443296;16
No;Human Resources;Yes;7;2;44;10;0;3;Travel_Frequently;4;Dissatisfied;1;3;3;602;5743;36-45;4001-6000;5-8;0;0.06887558169924246;-760.0546148608191;-199.9792303198334;0;Low;0.28865979381443296;16
No;Manager;No;2;2;48;2;1;2;Travel_Frequently;4;Moderately satisfied;4;3;3;365;15202;46-55;10000+;0-4;0;0.03209541924228893;8698.775399850885;-443.2662353382322;1;Low;0.06491499227202473;24
Yes;Sales Executive;Yes;2;2;35;2;2;1;Travel_Rarely;4;Dissatisfied;15;2;2;763;5440;26-35;4001-6000;0-4;1;0.6190279911760972;-1062.963099714757;-38.77612273517036;0;High;0.1111111111111111;17
No;Research Scientist;Yes;3;3;24;6;0;3;Travel_Frequently;4;Dissatisfied;2;3;2;567;3760;19-25;2001-4000;0-4;0;0.4353613288370121;-2743.098949142596;-233.66161132729633;0;Medium;0.28865979381443296;16
No;Research Scientist;No;2;2;27;3;0;4;Travel_Rarely;3;Moderately satisfied;8;3;0;486;3517;26-35;2001-4000;0-4;0;0.062152444121245765;-2986.152439985552;-314.4981500878024;0;Low;0.06491499227202473;24
No;Research Scientist;No;2;2;27;4;0;3;Travel_Frequently;4;Satisfied;2;2;0;591;2580;26-35;2001-4000;0-4;0;0.08748010802285419;-3923.0808004388487;-208.87485468379157;0;Low;0.06491499227202473;24
Yes;Laboratory Technician;Yes;2;3;40;4;0;3;Travel_Rarely;1;Dissatisfied;7;1;3;1329;2166;36-45;2001-4000;0-4;1;0.7713857897391276;-4336.576587275962;529.4012741760245;0;High;0.5833333333333334;14
No;Sales Executive;No;2;4;29;5;0;2;Travel_Rarely;3;Moderately satisfied;10;3;2;469;5869;26-35;4001-6000;0-4;0;0.07181347128856738;-634.1622893608146;-333.06429129071864;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;2;2;36;3;2;3;Travel_Rarely;1;Moderately satisfied;5;3;6;711;8008;36-45;8001-10000;0-4;0;0.032801095586086404;1505.0017146240825;-92.48376412678783;2;Low;0.06491499227202473;24
No;Manufacturing Director;No;7;7;25;7;2;4;Travel_Frequently;3;Satisfied;2;3;6;772;5206;19-25;4001-6000;5-8;0;0.061823106297607865;-1296.960077173765;-29.624483216281533;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;4;0;39;5;0;3;Travel_Rarely;2;Satisfied;12;3;3;492;5295;36-45;4001-6000;0-4;0;0.09793970367918521;-1208.1372613204785;-309.67998080491355;0;Low;0.06491499227202473;24
No;Research Director;No;2;2;49;4;2;3;Travel_Rarely;2;Dissatisfied;22;3;2;301;16413;46-55;10000+;0-4;0;0.054663613997872285;9909.73339396337;-508.0744514627965;1;Low;0.06491499227202473;24
No;Research Director;No;11;11;50;14;3;2;Travel_Rarely;1;Satisfied;17;3;3;813;13269;46-55;10000+;9-12;0;0.028044892776795526;6766.089936776871;6.009650852652612;1;Low;0.06491499227202473;24
No;Sales Representative;No;2;2;20;2;0;3;Travel_Rarely;3;Moderately satisfied;2;3;3;1141;2783;19-25;2001-4000;0-4;0;0.1510013394449777;-3719.723080959963;340.9897956954188;0;Low;0.06491499227202473;24
No;Research Scientist;No;8;9;34;11;1;3;Travel_Rarely;2;Satisfied;3;3;2;1130;5433;26-35;4001-6000;5-8;0;0.01691645642432605;-1069.7099486133557;328.22263421402647;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;3;3;36;4;0;3;Travel_Rarely;2;Dissatisfied;7;3;4;311;2013;36-45;2001-4000;0-4;0;0.0863387849900394;-4490.257438015329;-488.49710724299223;0;Low;0.06491499227202473;24
No;Healthcare Representative;Yes;11;12;49;15;1;2;Travel_Rarely;3;Moderately satisfied;6;3;3;465;13966;46-55;10000+;9-12;0;0.018789935600812536;7462.85793102877;-342.4537086874757;1;Low;0.1111111111111111;17
No;Manufacturing Director;No;2;2;36;3;0;2;Non-Travel;3;Satisfied;1;3;6;894;4374;36-45;4001-6000;0-4;0;0.05741537569415711;-2128.8728137820517;92.93360604779673;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;4;4;36;5;1;4;Travel_Rarely;1;Satisfied;3;3;3;1040;6842;36-45;6001-8000;0-4;0;0.023582052072388785;339.2242926489789;237.29026933014086;2;Low;0.06491499227202473;24
No;Manager;No;8;7;54;10;1;3;Travel_Rarely;3;Moderately satisfied;22;3;6;584;17426;46-55;10000+;5-8;0;0.03352269140648874;10922.932563271299;-225.75194612863504;1;Low;0.06491499227202473;24
No;Research Director;No;10;11;43;14;1;2;Travel_Rarely;3;Moderately satisfied;15;3;3;1291;17603;36-45;10000+;9-12;0;0.00970146267379392;11100.396697789236;481.12563572212173;1;Low;0.06491499227202473;24
Yes;Sales Executive;Yes;9;7;35;11;0;3;Travel_Frequently;4;Satisfied;12;4;2;880;4581;26-35;4001-6000;9-12;1;0.17717618938684002;-1921.8749761316794;78.78931130735896;0;Low;0.28865979381443296;16
No;Research Scientist;No;11;9;38;13;2;3;Travel_Frequently;4;Satisfied;1;4;4;1189;4735;36-45;4001-6000;9-12;0;0.017776169042100068;-1767.6638734658563;387.68689606155874;0;Low;0.06491499227202473;24
No;Sales Executive;Yes;0;9;29;10;1;2;Travel_Rarely;2;Dissatisfied;5;2;3;991;4187;26-35;4001-6000;0-4;0;0.10634398521506187;-2315.8090239887433;190.0505528217509;0;Low;0.1111111111111111;17
No;Sales Executive;No;2;4;33;6;2;3;Travel_Rarely;4;Satisfied;2;3;5;392;5505;26-35;4001-6000;0-4;0;0.028840376030187097;-998.2084161610219;-409.82092463306816;0;Low;0.06491499227202473;24
No;Research Scientist;No;5;6;32;9;2;3;Travel_Rarely;2;Satisfied;2;2;4;977;5470;26-35;4001-6000;5-8;0;0.021615767276223805;-1032.8166769465424;175.19978990441734;0;Low;0.06491499227202473;24
No;Sales Executive;No;0;2;31;10;2;3;Travel_Rarely;4;Dissatisfied;5;3;2;1112;5476;26-35;4001-6000;0-4;0;0.05139805802406472;-1026.7296749623356;310.1954587879974;0;Low;0.06491499227202473;24
No;Laboratory Technician;Yes;2;2;49;2;1;3;Travel_Rarely;1;Satisfied;16;2;2;464;2587;46-55;2001-4000;0-4;0;0.16170308902794248;-3916.1457485194364;-335.8763783888687;0;Low;0.1111111111111111;17
No;Laboratory Technician;No;3;3;38;4;0;2;Travel_Frequently;2;Satisfied;2;3;3;148;2440;36-45;2001-4000;0-4;0;0.05370673411107069;-4063.3642502054413;-651.780334766815;0;Low;0.06491499227202473;24
No;Manager;No;2;2;47;3;3;4;Travel_Rarely;2;Moderately satisfied;2;3;2;1225;15972;46-55;10000+;0-4;0;0.03086177146393478;9469.346688903934;416.2208444736194;1;Low;0.06491499227202473;24
No;Manager;No;7;0;49;8;0;3;Travel_Rarely;3;Moderately satisfied;1;3;2;809;15379;46-55;10000+;5-8;0;0.017431692352805728;8876.076685324939;0.6135738109633166;1;Low;0.06491499227202473;24
